1.9000   0.37620571
1.9500   -0.06817516
2.0000   -0.42562933
2.0500   -0.71057058
2.1000   -0.9353001
2.1500   -1.11011567
2.2000   -1.24355187
2.2500   -1.3426923
2.3000   -1.41326817
2.3500   -1.45767691
2.4000   -1.49137368
2.4500   -1.51786938
2.5000   -1.53856304
2.5500   -1.55446706
2.6000   -1.56643453
2.6500   -1.57510712
2.7000   -1.58098819
2.7500   -1.584444
2.8000   -1.58575958
2.8500   -1.58509678
2.9000   -1.58256487
2.9500   -1.57823041
3.0000   -1.57210269
3.0500   -1.56419494
3.1000   -1.55447739
3.1500   -1.54292897
3.2000   -1.529519
3.2500   -1.51421739
3.3000   -1.496974
3.3500   -1.47770537
3.4000   -1.4562163
3.4500   -1.4323001
3.5000   -1.40917737
3.5500   -1.38191644
3.6000   -1.35340754
3.6500   -1.32392554
3.7000   -1.29367621
3.7500   -1.26284351
3.8000   -1.23156841
3.8500   -1.19998754
3.9000   -1.16822676
3.9500   -1.13638862
4.0000   -1.10456801
4.0500   -1.07284686
4.1000   -1.04129897
4.1500   -1.009997
4.2000   -0.9789861
4.2500   -0.94831368
4.3000   -0.91802758
4.3500   -0.8881476
4.4000   -0.85594765
4.4500   -0.82702496
4.5000   -0.79858574
4.5500   -0.77063303
4.6000   -0.7431585
4.6500   -0.71616902
4.7000   -0.68968818
4.7500   -0.66378504
4.8000   -0.63848229
4.8500   -0.61382212
4.9000   -0.58982601
4.9500   -0.56650428
5.0000   -0.5438649
5.0500   -0.52191517
5.1000   -0.50064791
5.1500   -0.48006148
5.2000   -0.46015373
5.2500   -0.44091303
5.3000   -0.4223355
5.3500   -0.4044029
5.4000   -0.38710944
5.4500   -0.37043895
5.5000   -0.35437784
5.5500   -0.33891088
5.6000   -0.32402035
5.6500   -0.30969323
5.7000   -0.2959063
5.7500   -0.28264375
5.8000   -0.26988473
5.8500   -0.25761312
5.9000   -0.24580444
5.9500   -0.2344458
6.0000   -0.22351411
6.0500   -0.21299819
6.1000   -0.20287621
6.1500   -0.19313922
6.2000   -0.18377361
6.2500   -0.17477133
6.3000   -0.16612181
6.3500   -0.15782138
6.4000   -0.14986123
6.4500   -0.14223425
6.5000   -0.13493611
6.5500   -0.12795977
6.6000   -0.12129918
6.6500   -0.11494452
6.7000   -0.10889603
6.7500   -0.10313666
6.8000   -0.09766043
6.8500   -0.0924566
6.9000   -0.08751949
6.9500   -0.08283335
7.0000   -0.07838828
7.0500   -0.07416912
7.1000   -0.07019589
7.1500   -0.0664215
7.2000   -0.0628488
7.2500   -0.0594656
